ticket_id,inter_arr_time,arr_time
0,1.292,1.292
1,2.391,3.683
2,0.656,4.339
3,4.054,8.393
4,4.352,12.745
5,7.99,20.735
6,3.402,24.137
7,0.445,24.582
8,0.454,25.036
9,6.557,31.593
10,1.669,33.262
11,2.537,35.799
12,7.812,43.611
13,0.261,43.872
14,0.415,44.287
15,3.636,47.923
16,0.762,48.685
17,0.334,49.019
18,0.245,49.264
19,5.247,54.511
20,1.626,56.137
21,6.821,62.958
22,4.286,67.244
23,1.745,68.989
24,0.744,69.733
25,9.977,79.71
26,0.14,79.85
27,5.496,85.346
28,9.566,94.912
29,1.864,96.776
30,4.346,101.122
31,1.593,102.715
32,6.727,109.442
33,0.284,109.726
34,0.846,110.572
35,6.349,116.921
36,2.943,119.864
37,0.504,120.368
38,1.787,122.155
39,12.637,134.792
40,6.984,141.776
41,7.556,149.332
42,1.909,151.241
43,2.355,153.596
44,0.741,154.337
45,2.157,156.494
46,1.148,157.642
47,2.15,159.792
48,0.729,160.521
49,3.179,163.7
50,0.773,164.473
51,1.076,165.549
52,0.619,166.168
53,0.511,166.679
54,0.539,167.218
55,1.173,168.391
56,0.419,168.81
57,6.477,175.287
58,3.165,178.452
59,8.21,186.662
60,0.401,187.063
61,4.603,191.666
62,0.101,191.767
63,0.288,192.055
64,0.127,192.182
65,0.949,193.131
66,1.991,195.122
67,4.559,199.681
68,0.105,199.786
69,2.343,202.129
70,2.678,204.807
71,9.208,214.015
72,3.132,217.147
73,15.469,232.616
74,0.905,233.521
75,4.366,237.887
76,1.518,239.405
77,1.395,240.8
78,1.068,241.868
79,3.785,245.653
80,0.978,246.631
81,1.518,248.149
82,2.214,250.363
83,2.907,253.27
84,2.355,255.625
85,1.26,256.885
86,0.326,257.211
87,0.188,257.399
88,9.414,266.813
89,3.111,269.924
90,5.439,275.363
91,0.944,276.307
92,0.416,276.723
93,1.861,278.584
94,4.927,283.511
95,5.24,288.751
96,4.416,293.167
97,4.975,298.142
98,2.343,300.485
99,1.809,302.294
100,1.174,303.468
101,1.72,305.188
102,1.039,306.227
103,0.099,306.326
104,8.158,314.484
105,0.017,314.501
106,4.179,318.68
107,1.192,319.872
108,0.636,320.508
109,12.453,332.961
110,2.332,335.293
111,0.188,335.481
112,0.998,336.479
113,4.441,340.92
114,2.022,342.942
115,0.36,343.302
116,1.897,345.199
117,5.236,350.435
118,0.034,350.469
119,4.645,355.114
120,5.39,360.504
121,2.483,362.987
122,1.345,364.332
123,8.857,373.189
124,8.347,381.536
125,0.052,381.588
126,5.611,387.199
127,6.071,393.27
128,2.935,396.205
129,2.362,398.567
130,5.054,403.621
131,3.895,407.516
132,3.673,411.189
133,2.479,413.668
134,4.506,418.174
135,0.546,418.72
136,1.455,420.175
137,10.761,430.936
138,0.304,431.24
139,1.549,432.789
140,1.633,434.422
141,2.147,436.569
142,0.543,437.112
143,2.511,439.623
144,2.539,442.162
145,1.296,443.458
146,1.31,444.768
147,0.988,445.756
148,0.855,446.611
149,1.372,447.983
150,0.955,448.938
151,1.091,450.029
