ticket_id,inter_arr_time,arr_time
0,2.253,2.253
1,2.618,4.871
2,1.959,6.83
3,3.276,10.106
4,0.932,11.038
5,5.601,16.639
6,2.542,19.181
7,1.363,20.544
8,3.533,24.077
9,3.952,28.029
10,0.273,28.302
11,0.01,28.312
12,5.045,33.357
13,3.794,37.151
14,4.472,41.623
15,0.972,42.595
16,2.392,44.987
17,1.096,46.083
18,0.113,46.196
19,0.537,46.733
20,3.523,50.256
21,5.352,55.608
22,1.994,57.602
23,5.319,62.921
24,5.123,68.044
25,1.542,69.586
26,1.724,71.31
27,0.144,71.454
28,4.441,75.895
29,14.084,89.979
30,0.785,90.764
31,4.467,95.231
32,1.433,96.664
33,10.186,106.85
34,1.819,108.669
35,7.27,115.939
36,0.782,116.721
37,0.017,116.738
38,1.176,117.914
39,2.014,119.928
40,4.632,124.56
41,0.677,125.237
42,3.28,128.517
43,0.537,129.054
44,0.265,129.319
45,7.246,136.565
46,1.706,138.271
47,1.233,139.504
48,3.502,143.006
49,0.466,143.472
50,0.3,143.772
51,4.347,148.119
52,3.203,151.322
53,0.322,151.644
54,8.254,159.898
55,0.862,160.76
56,4.419,165.179
57,2.313,167.492
58,6.203,173.695
59,1.485,175.18
60,0.091,175.271
61,0.341,175.612
62,1.161,176.773
63,12.527,189.3
64,0.152,189.452
65,2.547,191.999
66,0.623,192.622
67,1.476,194.098
68,0.971,195.069
69,13.947,209.016
70,0.489,209.505
71,5.534,215.039
72,0.674,215.713
73,0.498,216.211
74,4.3,220.511
75,3.419,223.93
76,1.24,225.17
77,0.295,225.465
78,2.186,227.651
79,0.879,228.53
80,1.581,230.111
81,4.151,234.262
82,2.211,236.473
83,2.378,238.851
84,1.572,240.423
85,2.419,242.842
86,5.081,247.923
87,0.775,248.698
88,0.101,248.799
89,1.658,250.457
90,7.731,258.188
91,2.076,260.264
92,4.786,265.05
93,2.664,267.714
94,2.992,270.706
95,1.32,272.026
96,0.25,272.276
97,0.156,272.432
98,6.948,279.38
99,0.51,279.89
100,4.525,284.415
101,0.308,284.723
102,2.824,287.547
103,4.283,291.83
104,5.376,297.206
105,10.51,307.716
106,4.25,311.966
107,4.944,316.91
108,0.058,316.968
109,0.328,317.296
110,4.151,321.447
111,0.834,322.281
112,1.016,323.297
113,2.31,325.607
114,0.587,326.194
115,0.732,326.926
116,0.261,327.187
117,2.626,329.813
118,2.464,332.277
119,0.866,333.143
120,11.657,344.8
121,0.453,345.253
122,1.846,347.099
123,3.764,350.863
124,7.111,357.974
125,1.632,359.606
126,11.27,370.876
127,0.102,370.978
128,5.436,376.414
129,4.987,381.401
130,1.217,382.618
131,0.249,382.867
132,1.388,384.255
133,3.609,387.864
134,0.761,388.625
135,0.787,389.412
136,1.041,390.453
137,3.734,394.187
138,4.754,398.941
139,0.531,399.472
140,1.265,400.737
141,1.877,402.614
142,0.134,402.748
143,0.859,403.607
144,3.836,407.443
145,0.17,407.613
146,9.071,416.684
147,1.577,418.261
148,3.03,421.291
149,1.269,422.56
150,2.183,424.743
151,0.156,424.899
152,6.855,431.754
153,3.171,434.925
154,2.625,437.55
155,6.83,444.38
156,0.667,445.047
157,0.983,446.03
