ticket_id,inter_arr_time,arr_time
0,2.869,2.869
1,10.165,13.034
2,2.591,15.625
3,0.326,15.951
4,5.602,21.553
5,0.193,21.746
6,1.03,22.776
7,6.579,29.355
8,1.2,30.555
9,1.235,31.79
10,0.4,32.19
11,8.05,40.24
12,2.389,42.629
13,0.948,43.577
14,8.477,52.054
15,5.053,57.107
16,2.717,59.824
17,0.206,60.03
18,4.019,64.049
19,5.188,69.237
20,0.613,69.85
21,0.761,70.611
22,12.33,82.941
23,0.171,83.112
24,5.829,88.941
25,0.599,89.54
26,1.776,91.316
27,2.654,93.97
28,1.824,95.794
29,3.357,99.151
30,0.862,100.013
31,3.444,103.457
32,5.43,108.887
33,1.26,110.147
34,5.347,115.494
35,9.767,125.261
36,10.773,136.034
37,1.882,137.916
38,2.326,140.242
39,3.044,143.286
40,0.309,143.595
41,2.401,145.996
42,2.295,148.291
43,6.883,155.174
44,1.911,157.085
45,2.002,159.087
46,9.292,168.379
47,1.34,169.719
48,9.55,179.269
49,1.82,181.089
50,2.831,183.92
51,4.028,187.948
52,0.815,188.763
53,0.987,189.75
54,1.826,191.576
55,0.826,192.402
56,0.893,193.295
57,0.56,193.855
58,0.699,194.554
59,0.065,194.619
60,5.601,200.22
61,0.17,200.39
62,0.421,200.811
63,1.175,201.986
64,1.339,203.325
65,4.946,208.271
66,4.51,212.781
67,2.277,215.058
68,3.053,218.111
69,1.377,219.488
70,4.457,223.945
71,4.885,228.83
72,0.588,229.418
73,2.57,231.988
74,0.487,232.475
75,1.302,233.777
76,1.816,235.593
77,2.577,238.17
78,1.308,239.478
79,2.436,241.914
80,0.787,242.701
81,2.219,244.92
82,4.072,248.992
83,3.994,252.986
84,0.578,253.564
85,4.211,257.775
86,3.573,261.348
87,1.065,262.413
88,0.277,262.69
89,2.703,265.393
90,3.143,268.536
91,1.735,270.271
92,0.944,271.215
93,1.308,272.523
94,0.489,273.012
95,5.918,278.93
96,1.831,280.761
97,6.174,286.935
98,0.265,287.2
99,1.871,289.071
100,0.831,289.902
101,8.099,298.001
102,2.336,300.337
103,0.529,300.866
104,3.017,303.883
105,4.439,308.322
106,2.022,310.344
107,4.585,314.929
108,2.157,317.086
109,3.46,320.546
110,1.14,321.686
111,1.706,323.392
112,4.735,328.127
113,0.459,328.586
114,2.349,330.935
115,0.38,331.315
116,1.282,332.597
117,7.152,339.749
118,0.361,340.11
119,3.1,343.21
120,5.476,348.686
121,0.924,349.61
122,1.822,351.432
123,0.22,351.652
124,3.099,354.751
125,7.404,362.155
126,0.118,362.273
127,5.524,367.797
128,0.847,368.644
129,4.187,372.831
130,1.273,374.104
131,0.362,374.466
132,0.818,375.284
133,0.289,375.573
134,2.438,378.011
135,1.415,379.426
136,5.461,384.887
137,5.194,390.081
138,2.564,392.645
139,1.267,393.912
140,5.916,399.828
141,2.589,402.417
142,1.155,403.572
143,1.934,405.506
144,9.246,414.752
145,1.432,416.184
146,1.285,417.469
147,3.718,421.187
148,4.361,425.548
149,0.224,425.772
150,0.99,426.762
151,0.679,427.441
152,2.989,430.43
153,1.793,432.223
154,6.141,438.364
155,3.801,442.165
156,5.413,447.578
157,2.726,450.304
158,5.037,455.341
159,0.399,455.74
160,0.971,456.711
161,0.661,457.372
162,5.233,462.605
163,0.828,463.433
164,0.815,464.248
165,0.482,464.73
166,3.108,467.838
167,0.477,468.315
168,1.87,470.185
169,1.128,471.313
170,6.37,477.683
171,1.103,478.786
172,3.617,482.403
173,2.344,484.747
174,2.444,487.191
175,0.405,487.596
176,5.314,492.91
177,1.24,494.15
178,6.165,500.315
179,13.288,513.603
180,0.041,513.644
181,0.181,513.825
182,3.703,517.528
183,0.039,517.567
184,2.331,519.898
185,5.718,525.616
186,0.475,526.091
187,0.947,527.038
188,0.885,527.923
189,6.448,534.371
190,4.173,538.544
191,0.368,538.912
192,7.511,546.423
193,11.457,557.88
194,4.92,562.8
195,3.398,566.198
196,3.317,569.515
197,4.074,573.589
198,5.053,578.642
199,0.273,578.915
