ticket_id,inter_arr_time,arr_time
0,0.852,0.852
1,0.65,1.502
2,10.554,12.056
3,10.78,22.836
4,0.55,23.386
5,0.208,23.594
6,11.318,34.912
7,3.02,37.932
8,1.862,39.794
9,4.342,44.136
10,3.201,47.337
11,4.88,52.217
12,3.008,55.225
13,0.081,55.306
14,0.964,56.27
15,2.944,59.214
16,0.132,59.346
17,4.818,64.164
18,2.509,66.673
19,0.409,67.082
20,1.137,68.219
21,0.256,68.475
22,1.021,69.496
23,1.024,70.52
24,0.325,70.845
25,3.384,74.229
26,3.576,77.805
27,0.071,77.876
28,1.567,79.443
29,3.146,82.589
30,1.639,84.228
31,0.189,84.417
32,2.725,87.142
33,5.712,92.854
34,0.272,93.126
35,0.214,93.34
36,0.923,94.263
37,3.109,97.372
38,1.932,99.304
39,1.205,100.509
40,0.132,100.641
41,0.542,101.183
42,2.353,103.536
43,1.903,105.439
44,4.896,110.335
45,1.388,111.723
46,1.808,113.531
47,0.674,114.205
48,2.183,116.388
49,2.568,118.956
50,1.861,120.817
51,7.307,128.124
52,1.287,129.411
53,2.16,131.571
54,1.299,132.87
55,5.752,138.622
56,0.514,139.136
57,0.267,139.403
58,1.3,140.703
59,0.568,141.271
60,2.328,143.599
61,2.226,145.825
62,2.224,148.049
63,0.717,148.766
64,2.191,150.957
65,0.811,151.768
66,0.717,152.485
67,1.553,154.038
68,1.569,155.607
69,2.654,158.261
70,7.195,165.456
71,3.435,168.891
72,5.794,174.685
73,0.018,174.703
74,2.738,177.441
75,1.774,179.215
76,0.446,179.661
77,0.379,180.04
78,1.797,181.837
79,3.686,185.523
80,2.499,188.022
81,1.296,189.318
82,2.604,191.922
83,0.379,192.301
84,2.237,194.538
85,2.853,197.391
86,1.952,199.343
87,1.12,200.463
88,5.349,205.812
89,0.344,206.156
90,0.058,206.214
91,0.966,207.18
92,0.122,207.302
93,6.946,214.248
94,0.835,215.083
95,0.608,215.691
96,2.674,218.365
97,0.967,219.332
98,1.931,221.263
99,2.558,223.821
100,4.969,228.79
101,0.424,229.214
102,2.093,231.307
103,1.645,232.952
104,1.746,234.698
105,2.05,236.748
106,1.422,238.17
107,0.606,238.776
108,1.31,240.086
109,9.515,249.601
110,0.203,249.804
111,1.037,250.841
112,5.001,255.842
113,2.814,258.656
114,6.944,265.6
115,0.22,265.82
116,2.36,268.18
117,1.13,269.31
118,0.928,270.238
119,1.38,271.618
120,1.148,272.766
121,0.404,273.17
122,4.161,277.331
123,6.475,283.806
124,0.042,283.848
125,2.035,285.883
126,0.081,285.964
127,7.026,292.99
128,0.93,293.92
129,0.052,293.972
130,0.16,294.132
131,0.375,294.507
132,3.506,298.013
133,2.079,300.092
134,2.006,302.098
135,1.873,303.971
136,0.9,304.871
137,1.515,306.386
138,6.863,313.249
139,1.074,314.323
140,0.436,314.759
141,1.429,316.188
142,5.225,321.413
143,0.081,321.494
144,3.245,324.739
145,0.452,325.191
146,2.349,327.54
147,2.286,329.826
148,0.168,329.994
149,4.427,334.421
150,5.74,340.161
151,2.133,342.294
152,4.804,347.098
153,7.191,354.289
154,2.433,356.722
155,2.113,358.835
156,0.654,359.489
157,3.627,363.116
158,0.639,363.755
159,0.108,363.863
160,0.365,364.228
161,1.079,365.307
162,5.089,370.396
163,0.166,370.562
164,3.668,374.23
165,4.194,378.424
166,0.87,379.294
167,1.172,380.466
168,0.419,380.885
169,0.066,380.951
170,0.336,381.287
171,0.917,382.204
172,9.781,391.985
173,12.368,404.353
174,0.301,404.654
175,2.957,407.611
176,1.316,408.927
177,6.439,415.366
178,3.309,418.675
179,3.372,422.047
180,11.272,433.319
181,3.381,436.7
182,0.785,437.485
183,0.062,437.547
184,1.46,439.007
185,6.029,445.036
186,0.516,445.552
187,1.303,446.855
188,1.317,448.172
189,5.504,453.676
190,2.325,456.001
191,2.305,458.306
192,0.645,458.951
193,5.801,464.752
194,0.148,464.9
195,0.962,465.862
196,1.085,466.947
197,4.688,471.635
198,5.443,477.078
199,5.68,482.758
200,1.767,484.525
201,0.05,484.575
202,0.096,484.671
203,3.451,488.122
204,2.192,490.314
205,2.239,492.553
206,3.726,496.279
207,0.877,497.156
208,1.81,498.966
209,1.921,500.887
210,1.227,502.114
211,0.174,502.288
212,2.845,505.133
213,2.558,507.691
214,6.026,513.717
215,4.862,518.579
216,2.923,521.502
217,4.587,526.089
218,2.053,528.142
219,0.087,528.229
220,0.507,528.736
221,3.23,531.966
222,7.227,539.193
223,0.023,539.216
224,0.364,539.58
225,4.399,543.979
226,2.987,546.966
227,1.101,548.067
228,0.892,548.959
229,4.529,553.488
230,0.17,553.658
231,3.551,557.209
232,1.229,558.438
233,0.005,558.443
234,8.056,566.499
235,0.271,566.77
236,1.21,567.98
237,1.238,569.218
238,0.547,569.765
239,1.277,571.042
240,0.092,571.134
241,1.464,572.598
242,1.194,573.792
243,2.225,576.017
244,0.517,576.534
245,0.664,577.198
246,0.9,578.098
247,1.981,580.079
248,2.087,582.166
249,1.177,583.343
250,0.024,583.367
251,0.454,583.821
252,2.143,585.964
253,1.427,587.391
254,0.184,587.575
255,0.237,587.812
256,1.895,589.707
257,0.873,590.58
258,3.083,593.663
259,1.078,594.741
260,0.355,595.096
261,1.878,596.974
262,3.002,599.976
263,2.992,602.968
264,0.955,603.923
265,5.102,609.025
266,1.913,610.938
267,0.017,610.955
268,5.86,616.815
269,3.862,620.677
270,3.947,624.624
271,1.543,626.167
272,6.06,632.227
273,1.355,633.582
274,5.269,638.851
275,2.433,641.284
276,0.687,641.971
277,5.244,647.215
278,1.408,648.623
279,0.194,648.817
280,0.03,648.847
281,0.754,649.601
282,0.677,650.278
283,6.773,657.051
284,0.897,657.948
285,2.519,660.467
286,0.699,661.166
287,1.82,662.986
288,3.117,666.103
289,3.289,669.392
290,0.91,670.302
291,1.677,671.979
292,2.086,674.065
293,0.239,674.304
294,0.606,674.91
295,0.312,675.222
296,3.034,678.256
297,2.54,680.796
298,2.428,683.224
299,0.129,683.353
300,1.299,684.652
301,3.092,687.744
302,0.595,688.339
303,2.129,690.468
304,9.388,699.856
305,2.033,701.889
306,0.529,702.418
307,5.513,707.931
308,0.442,708.373
309,1.004,709.377
310,1.531,710.908
311,2.316,713.224
312,2.039,715.263
313,0.022,715.285
314,0.355,715.64
315,1.292,716.932
316,0.293,717.225
317,0.135,717.36
318,3.984,721.344
319,1.403,722.747
320,1.42,724.167
321,4.392,728.559
322,0.891,729.45
323,5.877,735.327
324,0.732,736.059
325,1.591,737.65
326,2.564,740.214
327,4.438,744.652
328,1.858,746.51
329,5.492,752.002
330,0.566,752.568
331,2.744,755.312
332,5.309,760.621
333,2.769,763.39
334,0.175,763.565
335,0.307,763.872
336,5.142,769.014
337,1.816,770.83
338,0.309,771.139
339,1.123,772.262
340,1.431,773.693
341,2.261,775.954
342,1.383,777.337
343,4.842,782.179
344,1.813,783.992
345,3.141,787.133
346,0.859,787.992
347,1.833,789.825
348,3.031,792.856
349,2.342,795.198
350,0.809,796.007
351,0.682,796.689
352,0.88,797.569
353,2.933,800.502
354,3.802,804.304
355,1.907,806.211
356,0.799,807.01
357,4.383,811.393
358,10.198,821.591
359,0.213,821.804
360,1.039,822.843
361,3.585,826.428
362,0.557,826.985
363,6.222,833.207
364,3.522,836.729
365,0.623,837.352
366,0.131,837.483
367,6.448,843.931
368,3.34,847.271
369,2.093,849.364
370,2.642,852.006
371,2.082,854.088
372,1.229,855.317
373,1.949,857.266
374,1.49,858.756
375,0.63,859.386
376,0.445,859.831
377,0.935,860.766
378,0.371,861.137
379,9.762,870.899
380,3.192,874.091
381,4.163,878.254
382,1.204,879.458
383,1.693,881.151
384,0.037,881.188
385,2.562,883.75
386,0.761,884.511
387,2.156,886.667
388,2.179,888.846
389,0.586,889.432
390,0.652,890.084
391,0.505,890.589
392,2.513,893.102
393,2.636,895.738
394,3.79,899.528
395,0.074,899.602
396,3.495,903.097
397,2.415,905.512
398,1.481,906.993
399,1.469,908.462
400,0.914,909.376
401,1.861,911.237
402,3.352,914.589
403,6.071,920.66
404,2.673,923.333
405,2.666,925.999
406,2.663,928.662
407,2.289,930.951
408,1.095,932.046
409,2.667,934.713
410,2.071,936.784
411,0.09,936.874
412,1.539,938.413
413,1.85,940.263
414,2.18,942.443
415,0.212,942.655
416,0.544,943.199
417,3.401,946.6
418,0.869,947.469
419,3.105,950.574
420,0.499,951.073
421,10.59,961.663
422,0.104,961.767
423,1.162,962.929
424,7.104,970.033
425,0.724,970.757
426,5.586,976.343
427,8.71,985.053
428,2.947,988.0
429,0.26,988.26
430,1.985,990.245
431,0.525,990.77
432,2.772,993.542
433,0.403,993.945
434,4.005,997.95
435,0.785,998.735
436,0.553,999.288
437,0.59,999.878
438,5.553,1005.431
439,1.061,1006.492
440,0.568,1007.06
441,0.496,1007.556
442,0.888,1008.444
443,1.305,1009.749
444,1.968,1011.717
445,0.14,1011.857
446,0.595,1012.452
447,0.878,1013.33
448,1.577,1014.907
449,0.259,1015.166
450,1.076,1016.242
451,2.916,1019.158
452,9.874,1029.032
453,5.11,1034.142
454,9.755,1043.897
455,4.342,1048.239
456,0.801,1049.04
457,0.052,1049.092
458,0.244,1049.336
459,5.794,1055.13
460,2.431,1057.561
461,0.332,1057.893
