ticket_id,inter_arr_time,arr_time
0,2.77,2.77
1,0.106,2.876
2,11.499,14.375
3,2.45,16.825
4,2.363,19.188
5,0.653,19.841
6,7.999,27.84
7,1.882,29.722
8,1.582,31.304
9,0.197,31.501
10,2.955,34.456
11,0.771,35.227
12,1.933,37.16
13,0.214,37.374
14,0.937,38.311
15,4.212,42.523
16,1.077,43.6
17,0.804,44.404
18,2.315,46.719
19,2.584,49.303
20,0.196,49.499
21,2.971,52.47
22,1.398,53.868
23,0.611,54.479
24,2.551,57.03
25,4.539,61.569
26,3.793,65.362
27,0.338,65.7
28,1.033,66.733
29,2.939,69.672
30,5.297,74.969
31,0.45,75.419
32,0.789,76.208
33,1.126,77.334
34,3.033,80.367
35,1.304,81.671
36,2.485,84.156
37,2.649,86.805
38,0.08,86.885
39,1.346,88.231
40,0.604,88.835
41,1.351,90.186
42,3.872,94.058
43,0.253,94.311
44,2.715,97.026
45,6.487,103.513
46,0.199,103.712
47,1.106,104.818
48,10.494,115.312
49,7.905,123.217
50,0.124,123.341
51,5.094,128.435
52,5.11,133.545
53,3.041,136.586
54,0.324,136.91
55,0.567,137.477
56,2.163,139.64
57,2.733,142.373
58,3.284,145.657
59,1.008,146.665
60,0.163,146.828
61,5.314,152.142
62,1.525,153.667
63,0.351,154.018
64,1.758,155.776
65,5.362,161.138
66,0.379,161.517
67,3.642,165.159
68,0.278,165.437
69,3.582,169.019
70,2.888,171.907
71,1.061,172.968
72,1.69,174.658
73,0.52,175.178
74,0.919,176.097
75,2.284,178.381
76,0.223,178.604
77,1.442,180.046
78,0.733,180.779
79,5.534,186.313
80,2.179,188.492
81,0.331,188.823
82,2.899,191.722
83,0.02,191.742
84,0.129,191.871
85,7.091,198.962
86,3.507,202.469
87,1.264,203.733
88,0.74,204.473
89,0.756,205.229
90,4.139,209.368
91,0.37,209.738
92,3.258,212.996
93,1.524,214.52
94,0.836,215.356
95,2.537,217.893
96,7.893,225.786
97,1.576,227.362
98,0.126,227.488
99,1.638,229.126
100,6.239,235.365
101,2.845,238.21
102,4.924,243.134
103,3.731,246.865
104,4.723,251.588
105,2.763,254.351
106,2.046,256.397
107,2.548,258.945
108,2.384,261.329
109,2.527,263.856
110,2.258,266.114
111,5.311,271.425
112,0.903,272.328
113,0.305,272.633
114,0.364,272.997
115,2.037,275.034
116,0.668,275.702
117,0.076,275.778
118,0.894,276.672
119,6.261,282.933
120,6.307,289.24
121,1.506,290.746
122,0.395,291.141
123,0.894,292.035
124,6.806,298.841
125,2.44,301.281
126,6.431,307.712
127,0.226,307.938
