ticket_id,inter_arr_time,arr_time
0,6.775,6.775
1,3.836,10.611
2,0.788,11.399
3,5.79,17.189
4,5.065,22.254
5,2.287,24.541
6,1.091,25.632
7,3.947,29.579
8,4.362,33.941
9,8.761,42.702
10,2.037,44.739
11,7.699,52.438
12,0.995,53.433
13,1.702,55.135
14,0.425,55.56
15,4.163,59.723
16,1.023,60.746
17,2.312,63.058
18,4.505,67.563
19,3.04,70.603
20,5.03,75.633
21,1.429,77.062
22,0.3,77.362
23,3.364,80.726
24,3.942,84.668
25,9.2,93.868
26,0.848,94.716
27,6.091,100.807
28,1.167,101.974
29,3.344,105.318
30,3.197,108.515
31,3.078,111.593
32,10.016,121.609
33,5.261,126.87
34,5.021,131.891
35,16.317,148.208
36,5.793,154.001
37,0.998,154.999
38,3.163,158.162
39,3.368,161.53
40,11.894,173.424
41,10.895,184.319
42,11.624,195.943
43,2.601,198.544
44,9.09,207.634
45,0.63,208.264
46,5.085,213.349
47,2.917,216.266
48,2.282,218.548
49,3.573,222.121
50,0.721,222.842
51,1.488,224.33
52,1.884,226.214
53,3.456,229.67
54,1.006,230.676
55,1.917,232.593
56,5.524,238.117
57,5.859,243.976
58,7.409,251.385
59,3.56,254.945
60,0.984,255.929
61,3.548,259.477
62,12.81,272.287
63,1.078,273.365
64,7.185,280.55
65,13.375,293.925
66,7.238,301.163
67,0.114,301.277
68,4.335,305.612
69,1.351,306.963
70,0.074,307.037
71,1.311,308.348
72,1.796,310.144
73,0.449,310.593
74,2.563,313.156
75,1.294,314.45
76,0.577,315.027
77,0.031,315.058
78,5.135,320.193
79,7.998,328.191
80,0.211,328.402
81,1.952,330.354
82,0.851,331.205
83,7.394,338.599
84,1.116,339.715
85,0.615,340.33
86,3.633,343.963
87,0.895,344.858
88,2.121,346.979
89,8.419,355.398
90,6.884,362.282
91,0.38,362.662
92,0.893,363.555
93,0.639,364.194
94,5.962,370.156
95,7.11,377.266
96,1.799,379.065
97,6.911,385.976
98,1.169,387.145
99,1.579,388.724
100,1.15,389.874
101,4.324,394.198
102,1.933,396.131
103,2.521,398.652
104,0.432,399.084
105,0.339,399.423
106,9.084,408.507
107,6.934,415.441
108,0.441,415.882
109,0.954,416.836
110,1.624,418.46
111,2.896,421.356
112,7.608,428.964
113,0.321,429.285
114,6.263,435.548
115,1.321,436.869
116,8.518,445.387
117,12.388,457.775
118,1.322,459.097
119,3.468,462.565
120,9.93,472.495
121,3.271,475.766
122,4.955,480.721
123,11.383,492.104
124,2.152,494.256
125,13.953,508.209
126,0.226,508.435
127,0.305,508.74
128,1.909,510.649
129,5.535,516.184
130,9.877,526.061
131,6.742,532.803
132,2.891,535.694
133,2.601,538.295
134,8.871,547.166
135,0.476,547.642
136,2.55,550.192
137,1.375,551.567
138,4.128,555.695
139,14.218,569.913
140,9.122,579.035
141,4.92,583.955
142,0.396,584.351
143,4.385,588.736
144,1.265,590.001
145,5.196,595.197
146,0.698,595.895
147,0.268,596.163
148,4.962,601.125
149,2.416,603.541
150,4.44,607.981
