ticket_id,inter_arr_time,arr_time
0,0.387,0.387
1,5.875,6.262
2,3.613,9.875
3,1.778,11.653
4,0.957,12.61
5,0.127,12.737
6,0.994,13.731
7,2.933,16.664
8,4.014,20.678
9,3.154,23.832
10,3.564,27.396
11,3.851,31.247
12,0.767,32.014
13,3.168,35.182
14,0.398,35.58
15,1.255,36.835
16,0.505,37.34
17,4.204,41.544
18,0.011,41.555
19,0.033,41.588
20,5.585,47.173
21,3.938,51.111
22,0.934,52.045
23,1.637,53.682
24,0.5,54.182
25,0.061,54.243
26,0.126,54.369
27,0.349,54.718
28,1.206,55.924
29,0.448,56.372
30,0.961,57.333
31,3.278,60.611
32,0.529,61.14
33,1.056,62.196
34,1.976,64.172
35,3.482,67.654
36,1.727,69.381
37,1.603,70.984
38,0.009,70.993
39,8.834,79.827
40,1.586,81.413
41,1.457,82.87
42,3.235,86.105
43,1.874,87.979
44,0.3,88.279
45,1.042,89.321
46,3.092,92.413
47,0.244,92.657
48,7.369,100.026
49,0.532,100.558
50,3.183,103.741
51,0.229,103.97
52,2.321,106.291
53,0.543,106.834
54,1.413,108.247
55,0.157,108.404
56,1.186,109.59
57,0.998,110.588
58,0.321,110.909
59,2.349,113.258
60,0.071,113.329
61,0.976,114.305
62,3.524,117.829
63,1.783,119.612
64,0.63,120.242
65,2.784,123.026
66,0.483,123.509
67,4.71,128.219
68,0.803,129.022
69,1.593,130.615
70,0.71,131.325
71,9.904,141.229
72,2.985,144.214
73,1.101,145.315
74,5.378,150.693
75,6.514,157.207
76,0.266,157.473
77,4.551,162.024
78,0.113,162.137
79,0.812,162.949
80,0.331,163.28
81,0.284,163.564
82,0.774,164.338
83,1.921,166.259
84,1.661,167.92
85,0.673,168.593
86,0.671,169.264
87,0.41,169.674
88,4.728,174.402
89,4.579,178.981
90,1.022,180.003
91,2.383,182.386
92,0.753,183.139
93,4.7,187.839
94,1.195,189.034
95,0.148,189.182
96,3.365,192.547
97,1.327,193.874
98,0.604,194.478
99,0.166,194.644
100,0.232,194.876
101,4.992,199.868
102,0.953,200.821
103,1.426,202.247
104,0.699,202.946
105,0.021,202.967
106,1.397,204.364
107,1.192,205.556
108,0.425,205.981
109,0.009,205.99
110,0.316,206.306
111,4.535,210.841
112,0.018,210.859
113,5.149,216.008
114,2.051,218.059
115,1.486,219.545
116,3.805,223.35
117,1.602,224.952
118,1.097,226.049
119,0.815,226.864
120,2.532,229.396
121,1.123,230.519
122,1.438,231.957
123,0.345,232.302
124,1.49,233.792
125,0.443,234.235
126,0.729,234.964
127,1.368,236.332
128,0.896,237.228
129,0.074,237.302
130,1.079,238.381
131,0.169,238.55
132,1.996,240.546
133,0.594,241.14
134,0.421,241.561
135,0.656,242.217
136,1.494,243.711
137,0.466,244.177
138,0.243,244.42
139,2.09,246.51
140,0.498,247.008
141,5.901,252.909
142,3.16,256.069
143,1.456,257.525
144,0.811,258.336
145,2.34,260.676
146,1.723,262.399
147,0.217,262.616
148,0.175,262.791
149,0.885,263.676
150,3.248,266.924
151,2.454,269.378
152,2.267,271.645
153,2.072,273.717
154,0.809,274.526
155,0.845,275.371
156,1.114,276.485
157,0.558,277.043
158,2.634,279.677
159,6.033,285.71
160,1.144,286.854
161,1.559,288.413
162,1.084,289.497
163,1.548,291.045
164,0.143,291.188
165,0.723,291.911
166,1.01,292.921
167,1.343,294.264
168,0.856,295.12
169,0.709,295.829
170,0.133,295.962
171,0.911,296.873
172,0.392,297.265
173,4.529,301.794
174,0.318,302.112
175,0.467,302.579
176,2.578,305.157
177,8.645,313.802
178,1.846,315.648
179,3.048,318.696
180,1.432,320.128
181,0.05,320.178
182,0.29,320.468
183,1.317,321.785
184,2.111,323.896
185,1.394,325.29
186,0.733,326.023
187,1.039,327.062
188,0.303,327.365
189,4.182,331.547
190,1.081,332.628
191,0.267,332.895
192,6.102,338.997
193,0.656,339.653
194,0.875,340.528
195,2.208,342.736
196,0.227,342.963
197,0.723,343.686
198,0.246,343.932
199,0.352,344.284
200,1.315,345.599
201,0.346,345.945
202,1.335,347.28
203,1.522,348.802
204,1.895,350.697
205,1.116,351.813
206,0.293,352.106
207,0.12,352.226
208,0.058,352.284
209,4.912,357.196
210,0.814,358.01
211,0.195,358.205
212,6.611,364.816
213,0.094,364.91
214,2.573,367.483
215,1.412,368.895
216,0.732,369.627
217,0.683,370.31
218,1.19,371.5
219,3.016,374.516
220,0.222,374.738
221,0.206,374.944
222,0.09,375.034
223,1.011,376.045
224,0.93,376.975
225,1.164,378.139
226,1.127,379.266
227,0.045,379.311
228,0.229,379.54
229,1.333,380.873
230,4.6,385.473
231,6.078,391.551
232,0.179,391.73
233,1.707,393.437
234,0.049,393.486
235,1.645,395.131
236,2.063,397.194
237,1.508,398.702
238,0.148,398.85
239,1.33,400.18
240,1.856,402.036
241,5.924,407.96
242,0.693,408.653
243,0.969,409.622
244,1.94,411.562
245,0.221,411.783
246,0.219,412.002
247,0.215,412.217
248,0.554,412.771
249,2.928,415.699
250,1.2,416.899
251,1.91,418.809
252,0.257,419.066
253,3.212,422.278
254,0.795,423.073
255,0.964,424.037
256,0.608,424.645
257,1.314,425.959
258,0.984,426.943
259,0.814,427.757
260,0.266,428.023
261,6.037,434.06
262,0.954,435.014
263,1.322,436.336
264,1.008,437.344
265,1.252,438.596
266,0.373,438.969
267,6.184,445.153
268,4.081,449.234
269,2.2,451.434
270,2.109,453.543
271,0.014,453.557
272,0.445,454.002
273,1.042,455.044
274,1.393,456.437
275,1.741,458.178
276,1.264,459.442
277,0.928,460.37
278,0.056,460.426
279,1.804,462.23
280,0.37,462.6
281,3.855,466.455
282,2.081,468.536
283,0.157,468.693
284,0.666,469.359
285,3.699,473.058
286,0.14,473.198
287,3.169,476.367
288,0.704,477.071
289,0.656,477.727
290,0.157,477.884
291,0.139,478.023
292,3.595,481.618
293,2.32,483.938
294,1.193,485.131
295,3.471,488.602
296,2.242,490.844
297,3.727,494.571
298,0.856,495.427
299,0.033,495.46
300,7.88,503.34
301,3.257,506.597
302,2.156,508.753
303,2.139,510.892
304,0.177,511.069
305,0.101,511.17
306,1.44,512.61
307,0.312,512.922
308,2.476,515.398
309,3.88,519.278
310,0.557,519.835
311,0.634,520.469
312,1.607,522.076
313,0.91,522.986
314,0.606,523.592
315,2.825,526.417
316,1.19,527.607
317,4.377,531.984
318,1.174,533.158
319,0.742,533.9
320,3.384,537.284
321,0.97,538.254
322,2.06,540.314
323,2.027,542.341
324,2.93,545.271
325,0.984,546.255
326,0.457,546.712
327,0.712,547.424
328,0.519,547.943
329,1.004,548.947
330,2.628,551.575
331,2.653,554.228
332,1.284,555.512
333,2.14,557.652
334,2.162,559.814
335,2.376,562.19
336,3.873,566.063
337,0.51,566.573
338,3.345,569.918
339,0.775,570.693
340,2.075,572.768
341,0.656,573.424
342,1.441,574.865
343,1.633,576.498
344,3.234,579.732
345,0.945,580.677
346,2.424,583.101
347,8.92,592.021
348,1.341,593.362
349,1.918,595.28
350,0.015,595.295
351,1.02,596.315
352,1.517,597.832
353,2.827,600.659
354,0.457,601.116
355,0.16,601.276
356,1.518,602.794
357,1.384,604.178
358,0.546,604.724
359,5.117,609.841
360,2.848,612.689
361,0.017,612.706
362,0.277,612.983
363,1.372,614.355
364,0.593,614.948
365,1.016,615.964
366,0.237,616.201
367,2.84,619.041
368,4.313,623.354
369,0.419,623.773
370,4.184,627.957
371,1.087,629.044
372,0.312,629.356
373,1.073,630.429
374,0.418,630.847
375,0.481,631.328
376,1.674,633.002
377,0.887,633.889
378,5.251,639.14
379,4.649,643.789
380,0.835,644.624
381,1.116,645.74
382,1.659,647.399
383,1.274,648.673
384,1.259,649.932
385,3.106,653.038
386,0.174,653.212
387,4.416,657.628
388,2.979,660.607
389,0.008,660.615
390,1.908,662.523
391,0.168,662.691
392,0.833,663.524
393,1.518,665.042
394,0.377,665.419
395,2.417,667.836
396,0.78,668.616
397,1.079,669.695
398,0.449,670.144
399,3.12,673.264
400,2.062,675.326
401,2.381,677.707
402,0.212,677.919
403,2.469,680.388
404,3.204,683.592
405,0.13,683.722
406,1.943,685.665
407,1.127,686.792
408,0.046,686.838
409,1.58,688.418
410,0.009,688.427
411,1.606,690.033
412,0.189,690.222
413,2.131,692.353
414,1.077,693.43
415,0.588,694.018
416,1.228,695.246
417,1.504,696.75
418,1.289,698.039
419,0.1,698.139
420,0.75,698.889
421,1.542,700.431
422,1.076,701.507
423,1.372,702.879
424,6.718,709.597
425,0.32,709.917
426,0.548,710.465
427,0.112,710.577
428,0.576,711.153
429,1.103,712.256
430,2.869,715.125
431,1.29,716.415
432,1.377,717.792
433,1.421,719.213
434,1.155,720.368
435,5.306,725.674
436,0.368,726.042
437,0.232,726.274
438,0.346,726.62
439,0.382,727.002
440,1.77,728.772
441,0.682,729.454
442,0.015,729.469
443,1.41,730.879
444,2.517,733.396
445,0.077,733.473
446,0.765,734.238
447,3.398,737.636
448,0.834,738.47
449,1.525,739.995
450,1.106,741.101
451,0.116,741.217
452,0.571,741.788
453,0.405,742.193
454,3.308,745.501
455,3.136,748.637
456,6.037,754.674
457,5.931,760.605
458,2.296,762.901
459,4.334,767.235
460,1.133,768.368
461,1.314,769.682
462,4.248,773.93
463,1.162,775.092
464,0.784,775.876
465,0.068,775.944
466,0.548,776.492
467,0.623,777.115
468,2.392,779.507
469,1.125,780.632
470,0.13,780.762
471,1.996,782.758
472,0.76,783.518
473,0.196,783.714
474,3.423,787.137
475,3.694,790.831
476,1.816,792.647
477,4.631,797.278
478,2.689,799.967
479,0.556,800.523
480,1.817,802.34
481,1.152,803.492
482,0.953,804.445
483,2.096,806.541
484,1.918,808.459
485,1.021,809.48
486,0.098,809.578
487,1.135,810.713
488,0.456,811.169
489,2.078,813.247
490,0.286,813.533
491,0.133,813.666
492,5.734,819.4
493,1.249,820.649
494,1.047,821.696
495,1.485,823.181
496,3.755,826.936
497,0.872,827.808
498,4.904,832.712
499,3.088,835.8
500,1.673,837.473
501,7.226,844.699
502,3.068,847.767
503,0.211,847.978
504,0.212,848.19
505,0.504,848.694
506,1.864,850.558
507,2.946,853.504
508,0.178,853.682
509,0.103,853.785
510,1.504,855.289
511,1.505,856.794
512,1.396,858.19
513,0.258,858.448
514,1.454,859.902
515,0.249,860.151
516,0.732,860.883
517,0.638,861.521
518,4.979,866.5
519,5.708,872.208
520,0.364,872.572
521,0.005,872.577
522,0.353,872.93
523,1.925,874.855
524,3.105,877.96
525,1.642,879.602
526,0.287,879.889
527,5.419,885.308
528,1.352,886.66
529,0.941,887.601
530,0.609,888.21
531,0.02,888.23
532,0.544,888.774
533,0.519,889.293
534,0.275,889.568
535,1.305,890.873
536,0.125,890.998
537,3.081,894.079
538,0.496,894.575
539,1.761,896.336
540,0.918,897.254
541,1.487,898.741
542,0.589,899.33
543,6.855,906.185
544,1.961,908.146
545,2.354,910.5
546,0.077,910.577
547,0.919,911.496
548,0.937,912.433
549,0.594,913.027
550,2.836,915.863
551,1.341,917.204
552,1.473,918.677
553,0.141,918.818
554,1.612,920.43
555,0.46,920.89
556,0.196,921.086
557,7.327,928.413
558,1.47,929.883
559,0.341,930.224
560,4.111,934.335
561,0.261,934.596
562,0.224,934.82
563,0.606,935.426
564,0.119,935.545
565,1.138,936.683
566,1.455,938.138
567,0.249,938.387
568,2.629,941.016
569,0.399,941.415
570,0.063,941.478
571,1.647,943.125
572,2.76,945.885
573,3.705,949.59
574,2.145,951.735
575,0.384,952.119
576,2.683,954.802
577,1.288,956.09
578,2.982,959.072
579,0.409,959.481
