ticket_id,inter_arr_time,arr_time
0,3.69,3.69
1,5.605,9.295
2,4.253,13.548
3,16.578,30.126
4,4.699,34.825
5,2.681,37.506
6,4.125,41.631
7,2.444,44.075
8,1.756,45.831
9,1.217,47.048
10,1.255,48.303
11,6.865,55.168
12,2.27,57.438
13,5.101,62.539
14,0.871,63.41
15,2.889,66.299
16,2.38,68.679
17,1.72,70.399
18,0.114,70.513
19,6.113,76.626
20,6.313,82.939
21,0.208,83.147
22,5.432,88.579
23,1.719,90.298
24,9.726,100.024
25,3.165,103.189
26,7.663,110.852
27,6.788,117.64
28,1.046,118.686
29,4.533,123.219
30,0.058,123.277
31,0.761,124.038
32,5.98,130.018
33,0.284,130.302
34,0.213,130.515
35,10.74,141.255
36,1.22,142.475
37,2.987,145.462
38,2.641,148.103
39,2.608,150.711
40,0.434,151.145
41,0.941,152.086
42,10.362,162.448
43,0.542,162.99
44,0.328,163.318
45,8.788,172.106
46,8.98,181.086
47,7.95,189.036
48,2.373,191.409
49,5.936,197.345
50,0.248,197.593
51,0.807,198.4
52,0.736,199.136
53,0.135,199.271
54,0.494,199.765
55,2.585,202.35
56,0.837,203.187
57,1.466,204.653
58,0.738,205.391
59,4.274,209.665
60,6.763,216.428
61,3.391,219.819
62,14.033,233.852
63,0.377,234.229
64,3.229,237.458
65,1.232,238.69
66,3.397,242.087
67,1.907,243.994
68,15.664,259.658
69,5.937,265.595
70,1.837,267.432
71,4.403,271.835
72,4.132,275.967
73,0.459,276.426
74,3.673,280.099
75,6.108,286.207
76,7.119,293.326
77,6.836,300.162
78,2.612,302.774
79,18.113,320.887
80,2.127,323.014
81,23.777,346.791
82,1.081,347.872
83,0.384,348.256
84,1.456,349.712
85,0.855,350.567
86,0.96,351.527
87,10.792,362.319
88,5.755,368.074
89,2.408,370.482
90,2.019,372.501
91,1.38,373.881
92,4.881,378.762
93,1.13,379.892
94,6.466,386.358
95,0.678,387.036
96,16.043,403.079
97,2.329,405.408
98,9.378,414.786
99,0.735,415.521
100,1.157,416.678
101,1.056,417.734
102,2.667,420.401
103,2.655,423.056
104,2.887,425.943
105,0.863,426.806
106,3.855,430.661
107,2.47,433.131
108,2.85,435.981
109,10.26,446.241
110,1.349,447.59
111,5.314,452.904
112,0.067,452.971
113,4.038,457.009
114,4.358,461.367
115,25.045,486.412
116,4.979,491.391
117,2.596,493.987
118,1.065,495.052
119,2.536,497.588
120,1.79,499.378
121,7.082,506.46
122,0.096,506.556
123,0.928,507.484
124,2.292,509.776
125,0.032,509.808
126,11.264,521.072
127,3.952,525.024
128,9.345,534.369
129,9.114,543.483
130,0.015,543.498
131,2.657,546.155
132,7.718,553.873
133,1.747,555.62
134,6.463,562.083
135,4.482,566.565
136,7.315,573.88
137,3.37,577.25
138,0.83,578.08
139,0.356,578.436
140,0.637,579.073
141,5.537,584.61
142,1.943,586.553
143,6.646,593.199
144,1.758,594.957
145,1.95,596.907
146,1.314,598.221
147,10.05,608.271
148,2.09,610.361
149,2.173,612.534
150,0.506,613.04
151,0.083,613.123
152,2.931,616.054
153,1.772,617.826
154,1.312,619.138
155,2.119,621.257
156,2.991,624.248
157,3.836,628.084
158,1.074,629.158
159,3.208,632.366
160,2.949,635.315
