ticket_id,inter_arr_time,arr_time
0,1.11,1.11
1,3.165,4.275
2,1.916,6.191
3,0.846,7.037
4,3.966,11.003
5,5.95,16.953
6,8.326,25.279
7,4.354,29.633
8,0.201,29.834
9,13.422,43.256
10,7.268,50.524
11,0.401,50.925
12,0.19,51.115
13,1.4,52.515
14,4.354,56.869
15,0.303,57.172
16,0.851,58.023
17,0.14,58.163
18,2.895,61.058
19,7.485,68.543
20,0.866,69.409
21,1.191,70.6
22,13.145,83.745
23,3.278,87.023
24,1.107,88.13
25,2.542,90.672
26,4.387,95.059
27,3.852,98.911
28,6.722,105.633
29,0.681,106.314
30,2.037,108.351
31,1.019,109.37
32,0.569,109.939
33,14.85,124.789
34,1.769,126.558
35,8.242,134.8
36,2.02,136.82
37,0.487,137.307
38,0.191,137.498
39,1.287,138.785
40,1.105,139.89
41,10.44,150.33
42,10.821,161.151
43,30.211,191.362
44,0.749,192.111
45,1.054,193.165
46,0.108,193.273
47,1.474,194.747
48,4.619,199.366
49,2.061,201.427
50,1.702,203.129
51,6.588,209.717
52,1.679,211.396
53,0.368,211.764
54,18.043,229.807
55,0.322,230.129
56,2.33,232.459
57,2.463,234.922
58,1.284,236.206
59,0.615,236.821
60,0.977,237.798
61,8.582,246.38
62,1.301,247.681
63,0.39,248.071
64,0.029,248.1
65,1.217,249.317
66,9.167,258.484
67,6.081,264.565
68,0.625,265.19
69,16.745,281.935
70,5.919,287.854
71,4.984,292.838
72,3.223,296.061
73,6.006,302.067
74,9.258,311.325
75,0.963,312.288
76,0.635,312.923
77,1.315,314.238
78,7.879,322.117
79,1.264,323.381
80,0.523,323.904
81,5.997,329.901
82,0.189,330.09
83,1.716,331.806
84,1.112,332.918
85,0.686,333.604
86,1.451,335.055
87,0.541,335.596
88,14.466,350.062
89,0.741,350.803
90,2.054,352.857
91,0.394,353.251
92,4.427,357.678
93,6.503,364.181
94,0.299,364.48
95,3.245,367.725
96,2.481,370.206
97,2.869,373.075
98,2.357,375.432
99,3.912,379.344
100,8.207,387.551
101,1.752,389.303
102,3.955,393.258
103,5.586,398.844
104,4.601,403.445
105,0.34,403.785
106,1.604,405.389
107,12.776,418.165
108,3.845,422.01
109,3.378,425.388
110,5.734,431.122
111,0.112,431.234
112,1.387,432.621
113,0.503,433.124
114,0.21,433.334
115,1.48,434.814
116,4.04,438.854
117,2.494,441.348
118,2.999,444.347
119,0.673,445.02
120,10.325,455.345
121,0.753,456.098
122,0.576,456.674
123,1.118,457.792
124,0.806,458.598
125,2.577,461.175
126,3.408,464.583
127,1.872,466.455
128,12.574,479.029
129,0.944,479.973
130,1.457,481.43
131,1.465,482.895
132,2.016,484.911
133,0.188,485.099
134,1.207,486.306
135,1.807,488.113
136,3.883,491.996
137,4.232,496.228
138,8.091,504.319
139,5.82,510.139
140,12.955,523.094
141,2.181,525.275
142,1.533,526.808
143,3.414,530.222
144,1.295,531.517
145,4.213,535.73
146,6.95,542.68
147,7.482,550.162
148,0.085,550.247
149,0.197,550.444
150,2.741,553.185
151,0.241,553.426
152,0.6,554.026
153,6.181,560.207
154,1.065,561.272
155,1.438,562.71
156,3.697,566.407
157,3.466,569.873
158,3.261,573.134
159,1.393,574.527
160,7.496,582.023
161,3.677,585.7
162,11.673,597.373
163,0.305,597.678
164,1.695,599.373
165,2.014,601.387
166,18.142,619.529
167,2.982,622.511
168,0.793,623.304
169,3.934,627.238
170,3.338,630.576
171,3.673,634.249
172,2.623,636.872
173,2.439,639.311
174,4.261,643.572
175,1.739,645.311
176,0.112,645.423
177,7.011,652.434
178,1.02,653.454
179,0.513,653.967
180,2.095,656.062
181,3.012,659.074
182,8.237,667.311
183,2.096,669.407
184,3.294,672.701
185,6.563,679.264
186,3.725,682.989
187,3.97,686.959
188,10.59,697.549
189,4.9,702.449
190,2.979,705.428
191,0.729,706.157
192,0.074,706.231
193,0.534,706.765
194,0.378,707.143
195,0.756,707.899
196,2.373,710.272
197,3.672,713.944
198,3.077,717.021
199,1.69,718.711
200,0.466,719.177
201,2.62,721.797
202,6.649,728.446
203,3.611,732.057
204,0.902,732.959
205,1.075,734.034
206,5.882,739.916
207,3.222,743.138
208,0.286,743.424
209,0.383,743.807
210,2.993,746.8
211,3.974,750.774
212,2.651,753.425
213,5.543,758.968
214,2.676,761.644
215,1.699,763.343
216,11.18,774.523
217,0.698,775.221
218,0.255,775.476
219,0.054,775.53
220,11.741,787.271
221,4.129,791.4
222,2.616,794.016
223,3.0,797.016
224,0.813,797.829
225,4.072,801.901
226,0.866,802.767
227,0.303,803.07
228,2.189,805.259
229,5.187,810.446
230,3.283,813.729
231,7.177,820.906
232,0.018,820.924
233,2.212,823.136
234,0.95,824.086
235,2.782,826.868
236,3.604,830.472
237,18.814,849.286
238,8.646,857.932
239,0.903,858.835
240,0.442,859.277
241,6.541,865.818
242,0.139,865.957
243,5.961,871.918
244,7.235,879.153
245,0.725,879.878
246,3.541,883.419
247,5.589,889.008
248,5.56,894.568
249,5.603,900.171
250,1.244,901.415
251,3.643,905.058
252,0.313,905.371
253,4.028,909.399
254,3.22,912.619
255,7.904,920.523
256,0.375,920.898
257,4.382,925.28
258,5.907,931.187
259,7.786,938.973
260,6.097,945.07
261,7.899,952.969
262,0.17,953.139
263,8.781,961.92
264,0.879,962.799
265,10.394,973.193
266,0.062,973.255
267,1.407,974.662
268,5.347,980.009
269,0.798,980.807
270,2.905,983.712
271,1.075,984.787
272,3.742,988.529
273,3.576,992.105
274,7.217,999.322
275,1.252,1000.574
276,1.61,1002.184
277,0.175,1002.359
278,0.905,1003.264
279,4.915,1008.179
280,3.004,1011.183
281,5.975,1017.158
282,1.536,1018.694
283,10.747,1029.441
284,1.47,1030.911
285,4.33,1035.241
286,0.258,1035.499
287,2.97,1038.469
288,0.59,1039.059
289,5.593,1044.652
290,1.428,1046.08
291,5.766,1051.846
292,3.418,1055.264
293,0.851,1056.115
294,0.023,1056.138
295,4.419,1060.557
296,7.528,1068.085
297,2.452,1070.537
298,3.278,1073.815
299,0.986,1074.801
300,0.186,1074.987
301,4.458,1079.445
302,1.113,1080.558
303,0.316,1080.874
304,7.023,1087.897
305,0.68,1088.577
306,0.039,1088.616
307,2.055,1090.671
308,4.51,1095.181
309,3.501,1098.682
310,2.809,1101.491
311,3.718,1105.209
312,0.128,1105.337
313,2.699,1108.036
314,5.025,1113.061
315,4.805,1117.866
316,5.366,1123.232
317,4.421,1127.653
318,0.869,1128.522
319,3.396,1131.918
320,0.273,1132.191
321,8.888,1141.079
322,7.37,1148.449
323,3.967,1152.416
324,2.598,1155.014
325,0.55,1155.564
326,7.588,1163.152
327,7.794,1170.946
328,3.066,1174.012
329,14.039,1188.051
330,5.799,1193.85
331,6.645,1200.495
332,1.655,1202.15
333,2.265,1204.415
334,2.168,1206.583
335,1.105,1207.688
336,2.89,1210.578
337,11.863,1222.441
338,0.313,1222.754
339,0.888,1223.642
340,2.184,1225.826
341,4.329,1230.155
342,1.005,1231.16
343,0.452,1231.612
344,1.486,1233.098
345,3.548,1236.646
346,12.465,1249.111
347,7.615,1256.726
348,1.866,1258.592
349,7.06,1265.652
350,0.21,1265.862
351,3.963,1269.825
352,3.933,1273.758
353,10.487,1284.245
354,1.736,1285.981
355,1.403,1287.384
356,7.439,1294.823
357,1.403,1296.226
358,0.143,1296.369
359,0.924,1297.293
360,0.615,1297.908
361,2.537,1300.445
362,6.408,1306.853
363,6.238,1313.091
364,4.635,1317.726
365,5.915,1323.641
366,1.413,1325.054
367,0.561,1325.615
368,1.735,1327.35
369,2.957,1330.307
370,12.107,1342.414
371,1.993,1344.407
372,10.173,1354.58
373,2.272,1356.852
374,1.034,1357.886
375,2.39,1360.276
376,0.251,1360.527
377,2.752,1363.279
378,2.409,1365.688
379,1.65,1367.338
380,3.051,1370.389
381,1.493,1371.882
382,13.416,1385.298
383,1.869,1387.167
384,5.247,1392.414
385,1.083,1393.497
386,1.271,1394.768
387,3.345,1398.113
388,8.517,1406.63
389,7.283,1413.913
390,2.856,1416.769
391,1.501,1418.27
392,6.383,1424.653
393,0.347,1425.0
394,1.789,1426.789
395,0.507,1427.296
396,6.227,1433.523
397,2.261,1435.784
398,3.234,1439.018
399,1.233,1440.251
400,1.614,1441.865
401,1.813,1443.678
402,5.185,1448.863
403,0.092,1448.955
404,7.153,1456.108
405,6.26,1462.368
406,3.953,1466.321
407,5.327,1471.648
408,1.764,1473.412
409,2.86,1476.272
410,2.156,1478.428
411,0.472,1478.9
412,0.69,1479.59
413,0.677,1480.267
414,2.208,1482.475
415,0.94,1483.415
416,0.741,1484.156
417,1.072,1485.228
418,0.664,1485.892
419,5.089,1490.981
420,4.211,1495.192
421,5.134,1500.326
422,0.424,1500.75
423,3.181,1503.931
424,6.768,1510.699
425,1.321,1512.02
426,3.915,1515.935
427,4.966,1520.901
428,1.426,1522.327
429,5.274,1527.601
430,0.326,1527.927
431,5.377,1533.304
432,10.745,1544.049
433,3.395,1547.444
434,2.338,1549.782
435,11.074,1560.856
436,5.862,1566.718
437,8.064,1574.782
438,2.596,1577.378
439,1.958,1579.336
440,9.903,1589.239
441,4.158,1593.397
442,0.403,1593.8
443,2.362,1596.162
444,5.418,1601.58
445,0.823,1602.403
446,0.077,1602.48
447,4.9,1607.38
448,0.207,1607.587
449,4.103,1611.69
450,1.9,1613.59
451,8.155,1621.745
452,8.563,1630.308
453,7.908,1638.216
454,5.373,1643.589
455,0.501,1644.09
456,20.126,1664.216
457,6.899,1671.115
458,3.626,1674.741
459,0.421,1675.162
460,1.191,1676.353
461,0.083,1676.436
462,1.981,1678.417
463,2.61,1681.027
464,3.092,1684.119
465,6.96,1691.079
466,2.91,1693.989
467,0.142,1694.131
468,0.843,1694.974
469,3.688,1698.662
470,1.301,1699.963
471,0.29,1700.253
472,0.403,1700.656
473,2.353,1703.009
474,8.454,1711.463
475,0.645,1712.108
476,6.549,1718.657
477,4.568,1723.225
478,3.358,1726.583
479,0.147,1726.73
480,7.01,1733.74
481,2.781,1736.521
482,4.708,1741.229
483,3.39,1744.619
484,2.459,1747.078
485,1.049,1748.127
486,10.18,1758.307
487,1.699,1760.006
488,10.049,1770.055
489,2.347,1772.402
490,9.145,1781.547
491,3.785,1785.332
492,2.809,1788.141
493,2.178,1790.319
494,0.226,1790.545
495,1.568,1792.113
496,5.078,1797.191
497,0.554,1797.745
498,2.274,1800.019
499,1.958,1801.977
500,5.414,1807.391
501,0.616,1808.007
502,2.513,1810.52
503,1.303,1811.823
504,1.686,1813.509
505,0.721,1814.23
506,2.377,1816.607
507,8.26,1824.867
508,2.886,1827.753
509,1.848,1829.601
510,9.69,1839.291
511,1.429,1840.72
512,0.794,1841.514
513,4.001,1845.515
514,0.51,1846.025
515,1.97,1847.995
516,0.794,1848.789
517,5.97,1854.759
518,2.161,1856.92
519,8.92,1865.84
520,0.811,1866.651
521,3.922,1870.573
522,0.195,1870.768
523,9.088,1879.856
524,3.476,1883.332
525,1.31,1884.642
526,2.58,1887.222
527,3.515,1890.737
528,3.321,1894.058
529,0.042,1894.1
530,3.313,1897.413
531,3.84,1901.253
532,5.636,1906.889
533,1.406,1908.295
534,1.4,1909.695
535,6.393,1916.088
536,5.551,1921.639
537,1.45,1923.089
538,16.838,1939.927
539,8.526,1948.453
540,1.802,1950.255
541,1.283,1951.538
542,2.535,1954.073
543,0.89,1954.963
544,3.097,1958.06
545,9.213,1967.273
546,8.765,1976.038
547,3.234,1979.272
548,2.085,1981.357
549,2.522,1983.879
550,1.991,1985.87
551,7.044,1992.914
552,2.779,1995.693
553,1.836,1997.529
554,2.706,2000.235
555,1.063,2001.298
556,7.023,2008.321
557,2.893,2011.214
558,0.548,2011.762
559,10.709,2022.471
560,1.51,2023.981
561,7.581,2031.562
562,1.698,2033.26
563,3.332,2036.592
564,3.626,2040.218
565,0.235,2040.453
566,0.848,2041.301
567,4.589,2045.89
568,8.623,2054.513
569,0.588,2055.101
570,11.559,2066.66
571,0.016,2066.676
572,2.738,2069.414
573,4.073,2073.487
574,4.419,2077.906
575,2.327,2080.233
576,2.745,2082.978
577,5.741,2088.719
578,4.269,2092.988
579,0.701,2093.689
580,3.82,2097.509
581,1.603,2099.112
582,6.864,2105.976
583,4.27,2110.246
584,0.896,2111.142
585,0.664,2111.806
586,0.248,2112.054
587,1.336,2113.39
588,0.336,2113.726
589,0.89,2114.616
590,1.285,2115.901
591,9.223,2125.124
592,1.006,2126.13
593,2.711,2128.841
594,14.567,2143.408
595,2.986,2146.394
596,1.416,2147.81
597,2.017,2149.827
598,7.591,2157.418
599,4.546,2161.964
600,0.895,2162.859
601,3.112,2165.971
602,8.064,2174.035
603,14.713,2188.748
604,1.879,2190.627
605,4.26,2194.887
606,0.471,2195.358
607,1.499,2196.857
608,0.315,2197.172
609,5.911,2203.083
610,8.497,2211.58
611,4.94,2216.52
612,0.397,2216.917
613,4.797,2221.714
614,2.049,2223.763
615,2.342,2226.105
616,0.887,2226.992
617,2.191,2229.183
618,17.361,2246.544
619,0.559,2247.103
620,1.371,2248.474
621,4.177,2252.651
622,8.041,2260.692
