ticket_id,inter_arr_time,arr_time
0,7.598,7.598
1,3.1,10.698
2,2.964,13.662
3,1.355,15.017
4,6.873,21.89
5,0.51,22.4
6,3.09,25.49
7,4.017,29.507
8,1.397,30.904
9,4.002,34.906
10,2.752,37.658
11,8.214,45.872
12,0.42,46.292
13,3.087,49.379
14,4.472,53.851
15,5.172,59.023
16,0.049,59.072
17,1.018,60.09
18,1.896,61.986
19,4.686,66.672
20,0.119,66.791
21,2.534,69.325
22,0.194,69.519
23,1.924,71.443
24,2.752,74.195
25,0.468,74.663
26,2.283,76.946
27,0.783,77.729
28,0.89,78.619
29,2.852,81.471
30,7.573,89.044
31,6.83,95.874
32,0.934,96.808
33,1.162,97.97
34,2.169,100.139
35,6.812,106.951
36,6.783,113.734
37,1.5,115.234
38,3.022,118.256
39,3.621,121.877
40,4.128,126.005
41,0.746,126.751
42,9.489,136.24
43,0.971,137.211
44,0.811,138.022
45,1.102,139.124
46,0.509,139.633
47,0.05,139.683
48,9.065,148.748
49,6.513,155.261
50,1.237,156.498
51,2.332,158.83
52,11.81,170.64
53,0.859,171.499
54,1.043,172.542
55,2.413,174.955
56,4.836,179.791
57,2.445,182.236
58,2.283,184.519
59,0.312,184.831
60,0.461,185.292
61,0.105,185.397
62,0.272,185.669
63,0.752,186.421
64,4.431,190.852
65,0.386,191.238
66,0.12,191.358
67,7.263,198.621
68,3.905,202.526
69,1.944,204.47
70,1.531,206.001
71,6.865,212.866
72,7.535,220.401
73,3.088,223.489
74,0.476,223.965
75,11.135,235.1
76,3.303,238.403
77,1.446,239.849
78,0.276,240.125
79,7.085,247.21
80,12.203,259.413
81,0.13,259.543
82,10.866,270.409
83,0.511,270.92
84,1.926,272.846
85,7.617,280.463
86,4.089,284.552
87,7.626,292.178
88,6.657,298.835
89,2.928,301.763
90,11.306,313.069
91,0.323,313.392
92,0.608,314.0
93,1.129,315.129
94,2.015,317.144
95,2.699,319.843
96,0.316,320.159
97,6.84,326.999
98,4.758,331.757
99,4.501,336.258
100,4.187,340.445
101,0.439,340.884
102,4.253,345.137
103,4.336,349.473
104,4.097,353.57
105,0.567,354.137
106,5.64,359.777
107,2.413,362.19
108,0.204,362.394
109,0.233,362.627
110,1.772,364.399
111,2.735,367.134
112,2.062,369.196
113,1.219,370.415
114,4.267,374.682
115,4.898,379.58
116,17.379,396.959
117,2.641,399.6
118,0.877,400.477
119,3.4,403.877
120,0.936,404.813
121,4.332,409.145
122,4.961,414.106
123,2.711,416.817
124,2.878,419.695
125,12.771,432.466
126,6.033,438.499
127,10.418,448.917
128,2.635,451.552
129,0.104,451.656
130,0.188,451.844
131,7.129,458.973
132,8.095,467.068
133,0.315,467.383
134,1.255,468.638
135,0.61,469.248
136,10.242,479.49
137,0.477,479.967
138,3.341,483.308
139,9.654,492.962
140,2.462,495.424
141,0.274,495.698
142,3.758,499.456
143,0.973,500.429
144,1.668,502.097
145,10.599,512.696
146,2.001,514.697
147,0.851,515.548
148,7.824,523.372
149,0.378,523.75
150,1.371,525.121
151,3.847,528.968
152,0.377,529.345
153,0.442,529.787
154,0.072,529.859
155,0.9,530.759
156,6.522,537.281
157,8.122,545.403
158,3.265,548.668
159,1.043,549.711
160,10.82,560.531
161,2.52,563.051
162,5.277,568.328
163,4.471,572.799
164,2.411,575.21
165,2.584,577.794
166,3.241,581.035
167,2.432,583.467
168,9.048,592.515
169,2.102,594.617
170,5.841,600.458
171,4.568,605.026
172,3.251,608.277
173,1.455,609.732
174,3.69,613.422
175,0.101,613.523
176,3.738,617.261
177,4.331,621.592
178,3.808,625.4
179,10.932,636.332
180,8.835,645.167
181,5.952,651.119
182,1.153,652.272
183,1.965,654.237
184,0.297,654.534
185,0.374,654.908
186,5.96,660.868
187,1.962,662.83
188,0.5,663.33
189,2.906,666.236
190,0.46,666.696
191,11.022,677.718
192,3.129,680.847
193,0.605,681.452
194,1.228,682.68
195,0.216,682.896
196,1.692,684.588
197,2.803,687.391
198,1.976,689.367
199,0.969,690.336
200,2.686,693.022
201,4.701,697.723
202,0.286,698.009
203,2.969,700.978
204,3.154,704.132
205,0.307,704.439
206,1.169,705.608
