ticket_id,inter_arr_time,arr_time
0,3.111,3.111
1,1.261,4.372
2,3.744,8.116
3,0.994,9.11
4,1.554,10.664
5,1.709,12.373
6,3.289,15.662
7,0.1,15.762
8,2.438,18.2
9,0.743,18.943
10,5.6,24.543
11,0.429,24.972
12,3.399,28.371
13,6.172,34.543
14,0.106,34.649
15,0.098,34.747
16,21.347,56.094
17,15.776,71.87
18,5.155,77.025
19,1.808,78.833
20,6.643,85.476
21,1.01,86.486
22,3.851,90.337
23,0.213,90.55
24,3.335,93.885
25,3.003,96.888
26,0.051,96.939
27,3.251,100.19
28,2.425,102.615
29,3.587,106.202
30,2.072,108.274
31,0.325,108.599
32,3.392,111.991
33,0.018,112.009
34,10.561,122.57
35,8.012,130.582
36,0.543,131.125
37,1.56,132.685
38,10.23,142.915
39,0.928,143.843
40,4.832,148.675
41,4.888,153.563
42,23.171,176.734
43,6.163,182.897
44,2.895,185.792
45,0.875,186.667
46,2.759,189.426
47,7.995,197.421
48,3.575,200.996
49,3.253,204.249
50,6.851,211.1
51,3.61,214.71
52,0.766,215.476
53,4.908,220.384
54,3.725,224.109
55,2.168,226.277
56,2.049,228.326
57,17.302,245.628
58,1.507,247.135
59,0.678,247.813
60,0.058,247.871
61,9.767,257.638
62,11.406,269.044
63,7.933,276.977
64,4.852,281.829
65,1.652,283.481
66,7.775,291.256
67,4.182,295.438
68,5.677,301.115
69,13.737,314.852
70,1.339,316.191
71,2.004,318.195
72,2.687,320.882
73,2.261,323.143
74,9.265,332.408
75,4.561,336.969
76,11.289,348.258
77,1.498,349.756
78,9.914,359.67
79,0.114,359.784
80,3.682,363.466
81,1.732,365.198
82,14.314,379.512
83,0.03,379.542
84,0.224,379.766
85,5.022,384.788
86,0.065,384.853
87,0.212,385.065
88,5.048,390.113
89,2.711,392.824
90,3.381,396.205
91,2.91,399.115
92,1.456,400.571
93,23.247,423.818
94,1.192,425.01
95,2.729,427.739
96,4.866,432.605
97,1.034,433.639
98,7.3,440.939
99,0.951,441.89
100,0.665,442.555
101,0.089,442.644
102,0.553,443.197
103,1.834,445.031
104,3.391,448.422
105,1.239,449.661
106,0.479,450.14
107,17.9,468.04
108,3.186,471.226
109,1.261,472.487
110,1.841,474.328
111,7.189,481.517
112,3.224,484.741
113,1.722,486.463
114,5.007,491.47
115,0.922,492.392
116,4.471,496.863
117,2.281,499.144
118,7.306,506.45
119,1.855,508.305
120,2.447,510.752
121,0.48,511.232
122,6.954,518.186
123,2.077,520.263
124,3.484,523.747
125,13.77,537.517
126,2.348,539.865
127,4.718,544.583
128,5.033,549.616
129,4.863,554.479
130,4.074,558.553
131,2.279,560.832
132,23.057,583.889
133,0.716,584.605
134,1.59,586.195
135,3.64,589.835
136,1.475,591.31
137,15.109,606.419
138,1.003,607.422
139,0.263,607.685
140,5.732,613.417
141,10.074,623.491
142,1.436,624.927
143,4.657,629.584
144,3.434,633.018
145,5.575,638.593
146,2.845,641.438
147,5.538,646.976
148,2.23,649.206
149,3.606,652.812
150,0.068,652.88
151,5.532,658.412
152,13.626,672.038
153,15.187,687.225
154,6.441,693.666
155,2.387,696.053
156,1.783,697.836
157,8.767,706.603
158,3.816,710.419
159,0.645,711.064
160,4.216,715.28
161,3.051,718.331
162,1.034,719.365
163,1.905,721.27
164,14.386,735.656
165,11.907,747.563
166,3.707,751.27
167,3.512,754.782
168,1.718,756.5
169,0.281,756.781
170,4.928,761.709
171,3.096,764.805
172,2.898,767.703
173,0.563,768.266
174,4.319,772.585
175,0.02,772.605
176,2.134,774.739
177,8.615,783.354
178,1.586,784.94
179,0.075,785.015
180,5.966,790.981
181,3.205,794.186
182,2.284,796.47
183,17.394,813.864
184,0.155,814.019
185,6.066,820.085
186,11.037,831.122
187,0.829,831.951
188,4.52,836.471
189,7.254,843.725
190,0.64,844.365
191,3.749,848.114
192,13.348,861.462
193,7.923,869.385
194,3.216,872.601
195,4.242,876.843
196,8.99,885.833
197,8.866,894.699
198,1.643,896.342
199,1.436,897.778
200,5.781,903.559
201,2.209,905.768
202,1.567,907.335
203,13.952,921.287
204,4.318,925.605
205,9.383,934.988
206,7.945,942.933
207,0.086,943.019
208,1.328,944.347
209,7.693,952.04
210,1.477,953.517
211,0.894,954.411
212,7.934,962.345
213,9.924,972.269
214,4.46,976.729
215,5.906,982.635
216,6.266,988.901
217,1.134,990.035
218,5.756,995.791
219,10.492,1006.283
220,0.084,1006.367
221,4.064,1010.431
222,2.153,1012.584
223,6.669,1019.253
224,8.184,1027.437
225,4.212,1031.649
226,1.419,1033.068
227,0.87,1033.938
228,0.619,1034.557
229,36.635,1071.192
230,3.947,1075.139
231,11.553,1086.692
232,2.54,1089.232
233,14.036,1103.268
234,1.759,1105.027
235,2.033,1107.06
236,0.247,1107.307
237,1.157,1108.464
238,2.433,1110.897
239,2.625,1113.522
240,13.199,1126.721
241,1.301,1128.022
242,1.761,1129.783
