ticket_id,inter_arr_time,arr_time
0,2.057,2.057
1,2.141,4.198
2,0.098,4.296
3,1.081,5.377
4,0.834,6.211
5,0.777,6.988
6,0.266,7.254
7,2.289,9.543
8,1.045,10.588
9,0.864,11.452
10,2.02,13.472
11,1.285,14.757
12,0.169,14.926
13,1.395,16.321
14,0.374,16.695
15,0.604,17.299
16,0.591,17.89
17,0.832,18.722
18,1.136,19.858
19,2.265,22.123
20,0.553,22.676
21,0.892,23.568
22,0.127,23.695
23,0.618,24.313
24,2.72,27.033
25,2.392,29.425
26,0.953,30.378
27,1.085,31.463
28,1.966,33.429
29,1.172,34.601
30,1.736,36.337
31,1.605,37.942
32,0.669,38.611
33,0.727,39.338
34,0.432,39.77
35,0.998,40.768
36,1.024,41.792
37,0.13,41.922
38,0.694,42.616
39,0.688,43.304
40,1.047,44.351
41,0.003,44.354
42,1.188,45.542
43,0.962,46.504
44,1.769,48.273
45,0.335,48.608
46,0.324,48.932
47,1.089,50.021
48,0.897,50.918
49,0.005,50.923
50,0.062,50.985
51,0.812,51.797
52,1.918,53.715
53,0.502,54.217
54,0.289,54.506
55,0.059,54.565
56,2.148,56.713
57,0.478,57.191
58,0.01,57.201
59,2.758,59.959
60,1.161,61.12
61,3.204,64.324
62,0.035,64.359
63,1.382,65.741
64,0.245,65.986
65,0.76,66.746
66,2.792,69.538
67,0.802,70.34
68,1.228,71.568
69,1.266,72.834
70,0.727,73.561
71,0.601,74.162
72,0.413,74.575
73,0.242,74.817
74,2.344,77.161
75,0.142,77.303
76,0.264,77.567
77,0.478,78.045
78,0.286,78.331
79,0.24,78.571
80,0.309,78.88
81,0.007,78.887
82,0.566,79.453
83,1.496,80.949
84,0.782,81.731
85,0.934,82.665
86,0.177,82.842
87,0.109,82.951
88,0.756,83.707
89,9.725,93.432
90,0.197,93.629
91,0.101,93.73
92,0.302,94.032
93,0.177,94.209
94,0.061,94.27
95,4.824,99.094
96,0.072,99.166
97,1.003,100.169
98,1.664,101.833
99,1.085,102.918
100,0.594,103.512
101,0.044,103.556
102,1.369,104.925
103,0.288,105.213
104,0.145,105.358
105,1.048,106.406
106,0.467,106.873
107,3.646,110.519
108,0.274,110.793
109,0.929,111.722
110,0.788,112.51
111,0.883,113.393
112,0.929,114.322
113,1.547,115.869
114,0.19,116.059
115,0.539,116.598
116,0.934,117.532
117,0.117,117.649
118,0.259,117.908
119,0.275,118.183
120,0.756,118.939
121,4.413,123.352
122,0.015,123.367
123,1.09,124.457
124,0.31,124.767
125,1.717,126.484
126,0.713,127.197
127,0.444,127.641
128,0.543,128.184
129,4.029,132.213
130,1.872,134.085
131,0.337,134.422
132,2.514,136.936
133,0.445,137.381
134,1.395,138.776
135,0.236,139.012
136,1.568,140.58
137,1.685,142.265
138,1.268,143.533
139,0.146,143.679
140,1.041,144.72
141,0.389,145.109
142,0.697,145.806
143,1.756,147.562
144,1.105,148.667
145,2.144,150.811
146,2.723,153.534
147,1.15,154.684
148,2.159,156.843
149,0.047,156.89
150,1.788,158.678
151,0.981,159.659
152,2.822,162.481
153,1.593,164.074
154,0.318,164.392
155,0.079,164.471
156,1.255,165.726
157,0.114,165.84
158,0.346,166.186
159,1.206,167.392
160,1.329,168.721
161,1.503,170.224
162,1.845,172.069
163,0.715,172.784
164,0.513,173.297
165,0.883,174.18
166,1.879,176.059
167,0.126,176.185
168,1.794,177.979
169,0.35,178.329
170,2.608,180.937
171,2.422,183.359
172,0.101,183.46
173,0.182,183.642
174,1.86,185.502
175,0.909,186.411
176,1.129,187.54
177,0.421,187.961
178,1.833,189.794
179,2.557,192.351
180,0.021,192.372
181,0.015,192.387
182,0.02,192.407
183,2.096,194.503
184,0.2,194.703
185,0.149,194.852
186,0.274,195.126
187,0.44,195.566
188,2.401,197.967
189,0.01,197.977
190,1.886,199.863
191,0.351,200.214
