ticket_id,inter_arr_time,arr_time
0,2.293,2.293
1,3.158,5.451
2,1.322,6.773
3,0.266,7.039
4,5.274,12.313
5,4.974,17.287
6,0.878,18.165
7,2.213,20.378
8,2.142,22.52
9,0.817,23.337
10,4.143,27.48
11,2.89,30.37
12,1.826,32.196
13,1.665,33.861
14,0.469,34.33
15,0.223,34.553
16,2.086,36.639
17,6.403,43.042
18,4.126,47.168
19,6.21,53.378
20,6.47,59.848
21,2.912,62.76
22,9.795,72.555
23,1.185,73.74
24,0.093,73.833
25,1.085,74.918
26,6.246,81.164
27,0.43,81.594
28,0.236,81.83
29,2.361,84.191
30,6.23,90.421
31,5.298,95.719
32,3.558,99.277
33,6.188,105.465
34,7.869,113.334
35,3.726,117.06
36,4.367,121.427
37,6.08,127.507
38,3.057,130.564
39,4.755,135.319
40,5.331,140.65
41,1.454,142.104
42,0.626,142.73
43,11.546,154.276
44,1.347,155.623
45,11.567,167.19
46,6.16,173.35
47,5.892,179.242
48,0.97,180.212
49,0.746,180.958
50,2.454,183.412
51,3.645,187.057
52,1.093,188.15
53,21.789,209.939
54,9.721,219.66
55,7.046,226.706
56,3.485,230.191
57,0.734,230.925
58,1.975,232.9
59,1.261,234.161
60,3.553,237.714
61,3.218,240.932
62,0.525,241.457
63,0.908,242.365
64,2.874,245.239
65,4.767,250.006
66,2.387,252.393
67,4.97,257.363
68,4.201,261.564
69,0.714,262.278
70,6.511,268.789
71,2.783,271.572
72,8.802,280.374
73,8.618,288.992
74,9.906,298.898
75,5.673,304.571
76,1.335,305.906
77,2.414,308.32
78,2.001,310.321
79,2.179,312.5
80,1.149,313.649
81,0.788,314.437
82,9.487,323.924
83,2.105,326.029
84,3.324,329.353
85,5.67,335.023
86,3.286,338.309
87,4.805,343.114
88,5.326,348.44
89,2.725,351.165
90,2.942,354.107
91,13.489,367.596
92,3.617,371.213
93,0.481,371.694
94,4.072,375.766
95,1.882,377.648
96,0.056,377.704
97,1.517,379.221
98,3.596,382.817
99,0.527,383.344
100,5.753,389.097
101,1.276,390.373
102,13.167,403.54
103,2.171,405.711
104,4.212,409.923
105,6.13,416.053
106,3.41,419.463
107,5.511,424.974
108,3.325,428.299
